"";"instant";"dteday";"season";"yr";"mnth";"hr";"holiday";"weekday";"workingday";"weathersit";"temp";"atemp";"hum";"windspeed";"casual";"registered";"cnt"
"15122";15122;"2012-09-27";4;1;9;6;0;4;1;1;0,56;0,5303;0,88;0,0896;5;164;169
"15933";15933;"2012-11-01";4;1;11;13;0;4;1;2;0,4;0,4091;0,58;0,1642;49;199;248
"2309";2309;"2011-04-11";2;0;4;1;0;1;1;1;0,46;0,4545;0,94;0,2836;1;3;4
"3110";3110;"2011-05-14";2;0;5;11;0;6;0;2;0,52;0,5;0,94;0,1343;72;207;279
"10305";10305;"2012-03-10";1;1;3;10;0;6;0;1;0,26;0,2273;0,35;0,4179;47;176;223
"17137";17137;"2012-12-21";1;1;12;19;0;5;1;1;0,28;0,2576;0,45;0,2985;5;148;153
"12878";12878;"2012-06-25";3;1;6;18;0;1;1;1;0,76;0,6667;0,27;0,4478;100;691;791
"9785";9785;"2012-02-17";1;1;2;15;0;5;1;1;0,42;0,4242;0,35;0,4179;41;180;221
"15808";15808;"2012-10-25";4;1;10;20;0;4;1;2;0,52;0,5;0,88;0,1343;28;319;347
"6257";6257;"2011-09-23";4;0;9;6;0;5;1;2;0,62;0,5455;0,94;0,0896;5;99;104
"10041";10041;"2012-02-28";1;1;2;9;0;2;1;1;0,28;0,2576;0,45;0,3582;7;225;232
"2375";2375;"2011-04-13";2;0;4;20;0;3;1;1;0,44;0,4394;0,62;0,2537;7;119;126
"783";783;"2011-02-05";1;0;2;1;0;6;0;2;0,24;0,2424;0,65;0,1642;1;17;18
"14092";14092;"2012-08-15";3;1;8;8;0;3;1;2;0,7;0,6515;0,65;0,2836;40;642;682
"12019";12019;"2012-05-20";2;1;5;23;0;0;0;3;0,6;0,5758;0,78;0,3582;32;54;86
"13708";13708;"2012-07-30";3;1;7;8;0;1;1;2;0,72;0,697;0,74;0,1045;31;720;751
"9727";9727;"2012-02-15";1;1;2;5;0;3;1;1;0,28;0,2879;0,7;0,1045;0;25;25
"6094";6094;"2011-09-16";3;0;9;11;0;5;1;2;0,5;0,4848;0,51;0,1343;40;139;179
"9889";9889;"2012-02-22";1;1;2;1;0;3;1;1;0,32;0,3333;0,7;0,1343;3;4;7
"2099";2099;"2011-04-02";2;0;4;7;0;6;0;2;0,26;0,2727;0,7;0,1045;2;16;18
"16975";16975;"2012-12-15";4;1;12;1;0;6;0;2;0,26;0,2879;0,81;0,0896;9;86;95
"7703";7703;"2011-11-22";4;0;11;13;0;2;1;3;0,42;0,4242;1;0,0896;4;22;26
"11600";11600;"2012-05-03";2;1;5;12;0;4;1;1;0,56;0,5303;0,73;0,1343;64;237;301
"625";625;"2011-01-29";1;0;1;7;0;6;0;1;0,16;0,1818;0,59;0,1045;1;4;5
"11172";11172;"2012-04-15";2;1;4;16;0;0;0;1;0,72;0,6515;0,39;0,3582;286;330;616
"4948";4948;"2011-07-30";3;0;7;1;0;6;0;1;0,76;0,697;0,55;0,0896;15;75;90
"12892";12892;"2012-06-26";3;1;6;8;0;2;1;1;0,56;0,5303;0,49;0,3284;34;622;656
"12965";12965;"2012-06-29";3;1;6;9;0;5;1;1;0,76;0,697;0,55;0,1642;39;261;300
"14745";14745;"2012-09-11";3;1;9;13;0;2;1;1;0,66;0,6212;0,29;0,0896;72;256;328
"10122";10122;"2012-03-02";1;1;3;19;0;5;1;3;0,36;0,3485;0,87;0,194;12;162;174
"834";834;"2011-02-07";1;0;2;4;0;1;1;1;0,2;0,2576;0,86;0;1;1;2
"7786";7786;"2011-11-26";4;0;11;0;0;6;0;1;0,34;0,3485;0,76;0,1045;9;38;47
"7134";7134;"2011-10-29";4;0;10;20;0;6;0;1;0,24;0,2121;0,87;0,3582;7;40;47
"6985";6985;"2011-10-23";4;0;10;15;0;0;0;1;0,52;0,5;0,52;0,1642;171;216;387
"13027";13027;"2012-07-01";3;1;7;23;0;0;0;3;0,78;0,7121;0,52;0,1642;22;88;110
"15251";15251;"2012-10-02";4;1;10;15;0;2;1;3;0,62;0,5758;0,83;0,1343;14;195;209
"126";126;"2011-01-06";1;0;1;11;0;4;1;1;0,22;0,2576;0,44;0,0896;2;57;59
"2820";2820;"2011-05-02";2;0;5;9;0;1;1;2;0,5;0,4848;0,77;0,2836;41;131;172
"1342";1342;"2011-03-01";1;0;3;4;0;2;1;1;0,22;0,2121;0,69;0,2537;0;1;1
"15351";15351;"2012-10-06";4;1;10;19;0;6;0;1;0,48;0,4697;0,55;0,2239;102;239;341
"6082";6082;"2011-09-15";3;0;9;23;0;4;1;1;0,44;0,4394;0,67;0,2239;8;61;69
"15094";15094;"2012-09-26";4;1;9;2;0;3;1;2;0,58;0,5455;0,64;0,2836;2;15;17
"5843";5843;"2011-09-05";3;0;9;21;1;1;0;2;0,66;0,5909;0,94;0,2985;20;40;60
"4884";4884;"2011-07-27";3;0;7;9;0;3;1;1;0,76;0,6667;0,35;0,2537;27;189;216
"10706";10706;"2012-03-27";2;1;3;4;0;2;1;1;0,24;0,2121;0,32;0,3582;0;3;3
"15233";15233;"2012-10-01";4;1;10;21;0;1;1;2;0,54;0,5152;0,73;0,1343;13;205;218
"9843";9843;"2012-02-20";1;1;2;1;1;1;0;2;0,24;0,2576;0,87;0,0896;3;12;15
"15014";15014;"2012-09-22";3;1;9;18;0;6;0;1;0,72;0,6667;0,54;0,2836;171;427;598
"10834";10834;"2012-04-01";2;1;4;12;0;0;0;2;0,42;0,4242;0,67;0,2239;187;258;445
"1894";1894;"2011-03-24";2;0;3;16;0;4;1;2;0,3;0,2879;0,65;0,2239;6;78;84
"16137";16137;"2012-11-10";4;1;11;2;0;6;0;1;0,32;0,3485;0,81;0;2;42;44
"9189";9189;"2012-01-23";1;1;1;18;0;1;1;2;0,24;0,2424;0,93;0,1343;7;275;282
"12864";12864;"2012-06-25";3;1;6;4;0;1;1;1;0,66;0,6061;0,78;0,2537;0;4;4
"3800";3800;"2011-06-12";2;0;6;5;0;0;0;1;0,62;0,5606;0,88;0,2239;5;5;10
"10254";10254;"2012-03-08";1;1;3;7;0;4;1;1;0,42;0,4242;0,77;0,3582;8;326;334
"1181";1181;"2011-02-21";1;0;2;23;1;1;0;3;0,2;0,1667;0,75;0,4179;0;2;2
"16801";16801;"2012-12-07";4;1;12;19;0;5;1;2;0,38;0,3939;0,76;0;15;337;352
"6926";6926;"2011-10-21";4;0;10;4;0;5;1;1;0,36;0,3485;0,71;0,1642;0;6;6
"9044";9044;"2012-01-17";1;1;1;17;0;2;1;1;0,46;0,4545;0,63;0,4478;20;442;462
"10647";10647;"2012-03-24";2;1;3;17;0;6;0;3;0,5;0,4848;0,88;0,2239;47;68;115
"15724";15724;"2012-10-22";4;1;10;8;0;1;1;1;0,44;0,4394;0,67;0;32;696;728
"1841";1841;"2011-03-22";2;0;3;10;0;2;1;2;0,44;0,4394;0,54;0,2985;29;95;124
"5816";5816;"2011-09-04";3;0;9;18;0;0;0;1;0,76;0,7273;0,66;0,194;187;169;356
"7285";7285;"2011-11-05";4;0;11;3;0;6;0;1;0,3;0,2727;0,52;0,2985;0;8;8
"7914";7914;"2011-12-01";4;0;12;9;0;4;1;1;0,3;0,2727;0,52;0,3284;9;215;224
"6669";6669;"2011-10-10";4;0;10;10;1;1;0;1;0,56;0,5303;0,73;0,1642;107;158;265
"1815";1815;"2011-03-21";2;0;3;8;0;1;1;2;0,3;0,2727;0,87;0,4179;3;95;98
"2262";2262;"2011-04-09";2;0;4;2;0;6;0;2;0,32;0,303;0,87;0,2239;2;15;17
"6751";6751;"2011-10-13";4;0;10;20;0;4;1;1;0,62;0,5758;0,83;0,2836;15;166;181
"16761";16761;"2012-12-06";4;1;12;3;0;4;1;1;0,22;0,2273;0,55;0,194;0;2;2
"2016";2016;"2011-03-29";2;0;3;20;0;2;1;1;0,36;0,3636;0,21;0,0896;13;119;132
"5065";5065;"2011-08-03";3;0;8;22;0;3;1;3;0,68;0,6364;0,89;0,1045;11;66;77
"5340";5340;"2011-08-15";3;0;8;9;0;1;1;1;0,64;0,5909;0,78;0,3284;52;170;222
"174";174;"2011-01-08";1;0;1;12;0;6;0;2;0,2;0,1818;0,59;0,3582;8;90;98
"11902";11902;"2012-05-16";2;1;5;2;0;3;1;1;0,56;0,5303;0,94;0,194;5;14;19
"5420";5420;"2011-08-18";3;0;8;17;0;4;1;3;0,8;0,7273;0,46;0,2985;44;365;409
"2829";2829;"2011-05-02";2;0;5;18;0;1;1;2;0,64;0,6061;0,65;0,194;68;450;518
"2552";2552;"2011-04-21";2;0;4;5;0;4;1;2;0,42;0,4242;0,54;0,5522;0;14;14
"2858";2858;"2011-05-03";2;0;5;23;0;2;1;2;0,56;0,5303;0,68;0,3284;12;50;62
"6019";6019;"2011-09-13";3;0;9;8;0;2;1;1;0,6;0,5606;0,81;0,1045;26;399;425
"3419";3419;"2011-05-27";2;0;5;8;0;5;1;1;0,66;0,6212;0,74;0,2836;25;393;418
"5245";5245;"2011-08-11";3;0;8;10;0;4;1;1;0,74;0,6515;0,37;0,2537;36;96;132
"12963";12963;"2012-06-29";3;1;6;7;0;5;1;1;0,7;0,6515;0,61;0,1045;19;361;380
"6327";6327;"2011-09-26";4;0;9;4;0;1;1;2;0,62;0,5455;0,94;0,0896;2;4;6
"14500";14500;"2012-09-01";3;1;9;8;0;6;0;2;0,76;0,7121;0,58;0,2537;28;134;162
"3159";3159;"2011-05-16";2;0;5;12;0;1;1;1;0,66;0,6212;0,54;0,0896;72;137;209
"1682";1682;"2011-03-15";1;0;3;16;0;2;1;2;0,38;0,3939;0,46;0,3284;21;93;114
"15695";15695;"2012-10-21";4;1;10;3;0;0;0;1;0,38;0,3939;0,66;0,0896;12;29;41
"5238";5238;"2011-08-11";3;0;8;3;0;4;1;1;0,64;0,6212;0,57;0,1343;2;7;9
"3438";3438;"2011-05-28";2;0;5;3;0;6;0;1;0,56;0,5303;0,88;0,2239;2;13;15
"10307";10307;"2012-03-10";1;1;3;12;0;6;0;1;0,3;0,2727;0,33;0,3284;88;241;329
"14713";14713;"2012-09-10";3;1;9;5;0;1;1;1;0,5;0,4848;0,72;0,2537;4;36;40
"3646";3646;"2011-06-05";2;0;6;19;0;0;0;1;0,68;0,6364;0,65;0,1642;108;249;357
"13131";13131;"2012-07-06";3;1;7;7;0;5;1;1;0,78;0,697;0,46;0,1343;20;333;353
"1197";1197;"2011-02-22";1;0;2;21;0;2;1;1;0,2;0,197;0,47;0,2537;2;80;82
"15461";15461;"2012-10-11";4;1;10;9;0;4;1;1;0,4;0,4091;0,43;0,3881;27;328;355
"6513";6513;"2011-10-03";4;0;10;22;0;1;1;2;0,4;0,4091;0,82;0;12;79;91
"11991";11991;"2012-05-19";2;1;5;19;0;6;0;1;0,7;0,6364;0,39;0,1343;203;229;432
"1970";1970;"2011-03-27";2;0;3;21;0;0;0;1;0,26;0,2576;0,41;0,1642;7;29;36
"7158";7158;"2011-10-30";4;0;10;20;0;0;0;1;0,34;0,3636;0,57;0;18;74;92
"1669";1669;"2011-03-15";1;0;3;2;0;2;1;1;0,3;0,303;0,62;0,0896;1;2;3
"3877";3877;"2011-06-15";2;0;6;10;0;3;1;1;0,64;0,6212;0,47;0,1642;27;108;135
"16110";16110;"2012-11-08";4;1;11;23;0;4;1;1;0,34;0,303;0,46;0,3582;5;82;87
"3081";3081;"2011-05-13";2;0;5;6;0;5;1;3;0,5;0,4848;0,88;0,1343;6;76;82
"3270";3270;"2011-05-21";2;0;5;3;0;6;0;1;0,48;0,4697;0,82;0,1045;7;12;19
"11504";11504;"2012-04-29";2;1;4;12;0;0;0;1;0,48;0,4697;0,44;0,1045;223;361;584
"2901";2901;"2011-05-05";2;0;5;18;0;4;1;1;0,56;0,5303;0,26;0,2836;64;456;520
"15784";15784;"2012-10-24";4;1;10;20;0;3;1;2;0,62;0,6061;0,61;0,0896;45;396;441
"17225";17225;"2012-12-25";1;1;12;13;1;2;0;1;0,4;0,4091;0,5;0,3284;75;46;121
"6273";6273;"2011-09-23";4;0;9;22;0;5;1;1;0,6;0,5152;0,94;0,1642;31;126;157
"14753";14753;"2012-09-11";3;1;9;21;0;2;1;1;0,56;0,5303;0,6;0,1045;28;282;310
"13721";13721;"2012-07-30";3;1;7;21;0;1;1;1;0,72;0,6818;0,7;0,194;71;251;322
"6747";6747;"2011-10-13";4;0;10;16;0;4;1;1;0,66;0,6212;0,74;0,2239;36;240;276
"7562";7562;"2011-11-16";4;0;11;16;0;3;1;3;0,48;0,4697;0,94;0,1045;13;110;123
"410";410;"2011-01-19";1;0;1;1;0;3;1;3;0,22;0,2273;0,93;0,1343;1;6;7
"7005";7005;"2011-10-24";4;0;10;11;0;1;1;2;0,5;0,4848;0,72;0,1642;59;109;168
"13446";13446;"2012-07-19";3;1;7;10;0;4;1;1;0,76;0,7121;0,58;0,194;41;157;198
"10259";10259;"2012-03-08";1;1;3;12;0;4;1;2;0,56;0,5303;0,6;0,4478;27;224;251
"7276";7276;"2011-11-04";4;0;11;18;0;5;1;1;0,42;0,4242;0,32;0,4627;35;339;374
"331";331;"2011-01-15";1;0;1;6;0;6;0;1;0,14;0,1667;0,63;0,1045;1;2;3
"10913";10913;"2012-04-04";2;1;4;20;0;3;1;1;0,64;0,6212;0,27;0,2239;39;333;372
"13201";13201;"2012-07-09";3;1;7;5;0;1;1;2;0,66;0,6061;0,83;0,2239;1;27;28
"15463";15463;"2012-10-11";4;1;10;11;0;4;1;1;0,46;0,4545;0,36;0;76;175;251
"11709";11709;"2012-05-08";2;1;5;1;0;2;1;2;0,52;0,5;0,59;0,2239;6;3;9
"14680";14680;"2012-09-08";3;1;9;20;0;6;0;2;0,58;0,5455;0,88;0,0896;28;166;194
"16457";16457;"2012-11-23";4;1;11;10;0;5;1;1;0,34;0,3333;0,61;0,1642;87;114;201
"12426";12426;"2012-06-06";2;1;6;22;0;3;1;1;0,52;0,5;0,77;0,0896;27;221;248
"3083";3083;"2011-05-13";2;0;5;8;0;5;1;2;0,5;0,4848;0,88;0,194;26;361;387
"11081";11081;"2012-04-11";2;1;4;21;0;3;1;1;0,34;0,303;0,57;0,3881;11;154;165
"6687";6687;"2011-10-11";4;0;10;4;0;2;1;2;0,52;0,5;0,88;0,1343;0;5;5
"11019";11019;"2012-04-09";2;1;4;6;0;1;1;1;0,42;0,4242;0,26;0,2239;3;108;111
"4889";4889;"2011-07-27";3;0;7;14;0;3;1;1;0,84;0,7273;0,28;0,2239;20;107;127
"9672";9672;"2012-02-12";1;1;2;22;0;0;0;1;0,14;0,1515;0,43;0,1642;0;28;28
"11343";11343;"2012-04-22";2;1;4;19;0;0;0;3;0,36;0,3182;0,87;0,5224;1;34;35
"14632";14632;"2012-09-06";3;1;9;20;0;4;1;1;0,66;0,6061;0,78;0,2239;50;356;406
"14206";14206;"2012-08-20";3;1;8;2;0;1;1;1;0,6;0,5606;0,83;0,1642;0;5;5
"17287";17287;"2012-12-28";1;1;12;3;0;5;1;2;0,24;0,2424;0,6;0,1642;0;2;2
"16818";16818;"2012-12-08";4;1;12;12;0;6;0;2;0,4;0,4091;0,87;0,2239;122;364;486
"8530";8530;"2011-12-27";1;0;12;3;0;2;1;2;0,3;0,2879;0,61;0,2239;0;3;3
"5724";5724;"2011-08-31";3;0;8;22;0;3;1;1;0,64;0,6061;0,69;0;20;137;157
"1071";1071;"2011-02-17";1;0;2;8;0;4;1;1;0,32;0,3333;0,57;0,0896;18;267;285
"6536";6536;"2011-10-04";4;0;10;21;0;2;1;1;0,5;0,4848;0,72;0,1343;22;144;166
"16279";16279;"2012-11-16";4;1;11;0;0;5;1;2;0,32;0,3333;0,66;0,1045;7;58;65
"13267";13267;"2012-07-11";3;1;7;23;0;3;1;2;0,7;0,6515;0,58;0,2537;20;132;152
"2044";2044;"2011-03-31";2;0;3;0;0;4;1;3;0,24;0,2273;0,93;0,2239;0;3;3
"14223";14223;"2012-08-20";3;1;8;19;0;1;1;2;0,62;0,5909;0,78;0,194;33;266;299
"1575";1575;"2011-03-11";1;0;3;1;0;5;1;3;0,34;0,3485;1;0,1045;0;8;8
"547";547;"2011-01-24";1;0;1;22;0;1;1;2;0,14;0,1364;0,63;0,2239;3;32;35
"2882";2882;"2011-05-04";2;0;5;23;0;3;1;1;0,36;0,3485;0,62;0,2239;8;49;57
"12178";12178;"2012-05-27";2;1;5;14;0;0;0;1;0,76;0,7121;0,58;0,2537;317;230;547
"17141";17141;"2012-12-21";1;1;12;23;0;5;1;1;0,26;0,2424;0,44;0,2836;1;39;40
"10183";10183;"2012-03-05";1;1;3;8;0;1;1;1;0,2;0,2273;0,59;0,1045;13;415;428
"4212";4212;"2011-06-29";3;0;6;9;0;3;1;1;0,72;0,6515;0,45;0,3881;32;189;221
"12989";12989;"2012-06-30";3;1;6;9;0;6;0;1;0,64;0,5758;0,89;0,1642;41;234;275
"7536";7536;"2011-11-15";4;0;11;14;0;2;1;2;0,54;0,5152;0,6;0,2836;27;120;147
"11319";11319;"2012-04-21";2;1;4;19;0;6;0;3;0,56;0,5303;0,73;0,4925;9;45;54
"7113";7113;"2011-10-28";4;0;10;23;0;5;1;3;0,3;0,2727;0,81;0,3284;8;31;39
"469";469;"2011-01-21";1;0;1;13;0;5;1;1;0,2;0,1515;0,21;0,5821;8;65;73
"960";960;"2011-02-12";1;0;2;14;0;6;0;1;0,34;0,3182;0,31;0,2836;30;90;120
"724";724;"2011-02-02";1;0;2;12;0;3;1;2;0,24;0,2273;0,93;0,2239;3;61;64
"12958";12958;"2012-06-29";3;1;6;2;0;5;1;1;0,72;0,6667;0,58;0,194;3;15;18
"659";659;"2011-01-30";1;0;1;18;0;0;0;1;0,26;0,2576;0,65;0,1642;8;57;65
"8834";8834;"2012-01-08";1;1;1;21;0;0;0;1;0,28;0,2727;0,56;0,2239;10;81;91
"3415";3415;"2011-05-27";2;0;5;4;0;5;1;1;0,64;0,6061;0,69;0,1343;2;5;7
"14239";14239;"2012-08-21";3;1;8;11;0;2;1;1;0,7;0,6515;0,54;0;61;195;256
"6292";6292;"2011-09-24";4;0;9;17;0;6;0;1;0,66;0,6212;0,74;0,1045;180;246;426
"2498";2498;"2011-04-18";2;0;4;23;0;1;1;1;0,5;0,4848;0,59;0,2537;11;35;46
"7738";7738;"2011-11-24";4;0;11;0;1;4;0;1;0,32;0,303;0,57;0,2239;1;22;23
"9378";9378;"2012-01-31";1;1;1;15;0;2;1;1;0,54;0,5152;0,26;0,4478;27;150;177
"4570";4570;"2011-07-14";3;0;7;7;0;4;1;1;0,62;0,6212;0,53;0,2537;23;311;334
"6472";6472;"2011-10-02";4;0;10;5;0;0;0;1;0,32;0,303;0,87;0,2836;0;7;7
"3607";3607;"2011-06-04";2;0;6;4;0;6;0;1;0,52;0,5;0,59;0,0896;4;11;15
"3711";3711;"2011-06-08";2;0;6;12;0;3;1;1;0,88;0,8182;0,42;0,1343;15;134;149
"14783";14783;"2012-09-13";3;1;9;3;0;4;1;1;0,52;0,5;0,83;0;2;9;11
"1516";1516;"2011-03-08";1;0;3;12;0;2;1;2;0,36;0,3788;0,23;0;29;70;99
"13455";13455;"2012-07-19";3;1;7;19;0;4;1;1;0,84;0,7576;0,44;0,2537;53;480;533
"13283";13283;"2012-07-12";3;1;7;15;0;4;1;1;0,8;0,7121;0,36;0,194;63;208;271
"5120";5120;"2011-08-06";3;0;8;5;0;6;0;1;0,64;0,5758;0,89;0,0896;2;4;6
"15642";15642;"2012-10-18";4;1;10;22;0;4;1;2;0,54;0,5152;0,83;0,194;27;202;229
"464";464;"2011-01-21";1;0;1;8;0;5;1;1;0,2;0,1818;0,47;0,3284;7;210;217
"8314";8314;"2011-12-18";4;0;12;1;0;0;0;1;0,2;0,2273;0,69;0,1045;3;43;46
"12228";12228;"2012-05-29";2;1;5;16;0;2;1;1;0,82;0,7727;0,49;0,4925;73;320;393
"8863";8863;"2012-01-10";1;1;1;2;0;2;1;2;0,22;0,2273;0,87;0,1642;2;2;4
"15687";15687;"2012-10-20";4;1;10;19;0;6;0;1;0,5;0,4848;0,45;0,1343;77;268;345
"8862";8862;"2012-01-10";1;1;1;1;0;2;1;2;0,22;0,2424;0,93;0,1045;2;3;5
"1605";1605;"2011-03-12";1;0;3;8;0;6;0;1;0,26;0,2576;0,65;0,1642;9;44;53
"4447";4447;"2011-07-09";3;0;7;4;0;6;0;1;0,64;0,5758;0,83;0,2239;2;4;6
"7820";7820;"2011-11-27";4;0;11;10;0;0;0;1;0,46;0,4545;0,72;0,2836;58;131;189
"15194";15194;"2012-09-30";4;1;9;6;0;0;0;1;0,44;0,4394;0,72;0,0896;2;20;22
"12161";12161;"2012-05-26";2;1;5;21;0;6;0;2;0,72;0,6818;0,62;0,194;100;151;251
"16950";16950;"2012-12-14";4;1;12;0;0;5;1;1;0,22;0,2576;0,64;0,0896;4;43;47
"8680";8680;"2012-01-02";1;1;1;11;1;1;0;1;0,26;0,2121;0,35;0,4925;33;142;175
"15205";15205;"2012-09-30";4;1;9;17;0;0;0;1;0,62;0,6212;0,35;0,2836;195;380;575
"13449";13449;"2012-07-19";3;1;7;13;0;4;1;1;0,84;0,7727;0,47;0,1343;74;180;254
"5824";5824;"2011-09-05";3;0;9;2;1;1;0;2;0,68;0,6364;0,79;0,1642;17;22;39
"14630";14630;"2012-09-06";3;1;9;18;0;4;1;1;0,72;0,6818;0,7;0,2537;74;761;835
"4293";4293;"2011-07-02";3;0;7;18;0;6;0;1;0,82;0,7121;0,3;0,2836;193;190;383
"8617";8617;"2011-12-30";1;0;12;19;0;5;1;2;0,34;0,303;0,49;0,4179;16;96;112
"12825";12825;"2012-06-23";3;1;6;13;0;6;0;1;0,82;0,7273;0,34;0,194;226;338;564
"9928";9928;"2012-02-23";1;1;2;16;0;4;1;1;0,56;0,5303;0,32;0;45;298;343
"1243";1243;"2011-02-24";1;0;2;21;0;4;1;2;0,34;0,303;0,87;0,3284;7;76;83
"13185";13185;"2012-07-08";3;1;7;13;0;0;0;1;0,94;0,8788;0,38;0,2537;118;219;337
"14160";14160;"2012-08-18";3;1;8;4;0;6;0;1;0,62;0,5909;0,73;0,2239;5;8;13
"562";562;"2011-01-25";1;0;1;14;0;2;1;2;0,3;0,3333;0,45;0;11;57;68
"11755";11755;"2012-05-09";2;1;5;23;0;3;1;3;0,48;0,4697;0,82;0,194;8;47;55
"10461";10461;"2012-03-16";1;1;3;23;0;5;1;2;0,44;0,4394;0,94;0;22;104;126
"16326";16326;"2012-11-17";4;1;11;23;0;6;0;2;0,3;0,3182;0,7;0,1045;19;114;133
"6436";6436;"2011-09-30";4;0;9;17;0;5;1;1;0,62;0,6212;0,53;0,194;94;497;591
"11786";11786;"2012-05-11";2;1;5;6;0;5;1;1;0,42;0,4242;0,5;0,2537;7;128;135
"16064";16064;"2012-11-07";4;1;11;0;0;3;1;2;0,3;0,2879;0,56;0,2836;49;234;283
"3604";3604;"2011-06-04";2;0;6;1;0;6;0;1;0,54;0,5152;0,64;0,1045;14;80;94
"7327";7327;"2011-11-06";4;0;11;21;0;0;0;1;0,36;0,3636;0,81;0,0896;11;77;88
"10892";10892;"2012-04-03";2;1;4;23;0;2;1;1;0,5;0,4848;0,59;0;13;66;79
"6124";6124;"2011-09-17";3;0;9;17;0;6;0;1;0,52;0,5;0,72;0,2239;141;218;359
"13703";13703;"2012-07-30";3;1;7;3;0;1;1;1;0,66;0,6061;0,83;0;0;3;3
"6989";6989;"2011-10-23";4;0;10;19;0;0;0;1;0,46;0,4545;0,77;0;53;140;193
"4223";4223;"2011-06-29";3;0;6;20;0;3;1;1;0,74;0,6515;0,37;0,2985;69;264;333
"737";737;"2011-02-03";1;0;2;1;0;4;1;1;0,2;0,1515;0,44;0,5224;0;5;5
"13928";13928;"2012-08-08";3;1;8;12;0;3;1;2;0,8;0,7424;0,52;0;63;217;280
"15921";15921;"2012-11-01";4;1;11;1;0;4;1;1;0,3;0,3182;0,75;0,1045;8;22;30
"1424";1424;"2011-03-04";1;0;3;14;0;5;1;1;0,36;0,3333;0,4;0,2836;30;65;95
